idx,code,reaction
1085,472,[C:13]([N:14]([C:15](=[O:16])[C:17]1=[O+:24][C-:21]([C:22]#[N:23])[C:19](=[O:20])[O:18]1)[H:28])([H:25])([H:26])[H:27].[C:1]([C:2]1=[C:3]([C:4]([F:5])([F:6])[F:7])[C:8]2([H:32])[C:9]([H:33])=[C:10]([H:34])[C:11]1([H:35])[O:12]2)([H:29])([H:30])[H:31]>>[C:1]([C:2]12[C:3]([C:4]([F:5])([F:6])[F:7])([C:8]3([H:32])[C:9]([H:33])=[C:10]([H:34])[C:11]1([H:35])[O:12]3)[C:17]1([C:15]([N:14]([C:13]([H:25])([H:26])[H:27])[H:28])=[O:16])[O:18][C:19](=[O:20])[C:21]2([C:22]#[N:23])[O:24]1)([H:29])([H:30])[H:31]
1086,472,[C:13]([N:14]([C:15](=[O:16])[C:17]1=[O+:24][C-:21]([C:22]#[N:23])[C:19](=[O:20])[O:18]1)[H:28])([H:25])([H:26])[H:27].[C:1]([C:2]1=[C:3]([C:4]([F:5])([F:6])[F:7])[C:8]2([H:32])[C:9]([H:33])=[C:10]([H:34])[C:11]1([H:35])[O:12]2)([H:29])([H:30])[H:31]>>[C:1]([C:2]1=[C:3]([C:4]([F:5])([F:6])[F:7])[C:8]2([H:32])[C:9]3([H:33])[C:10]([H:34])([C:11]1([H:35])[O:12]2)[C:21]1([C:22]#[N:23])[C:19](=[O:20])[O:18][C:17]3([C:15]([N:14]([C:13]([H:25])([H:26])[H:27])[H:28])=[O:16])[O:24]1)([H:29])([H:30])[H:31]
1087,473,[C:13]([N:14]([C:15](=[O:16])[C:17]([C:18]#[N:19])=[N+:20]([C:21]([H:29])([H:30])[H:31])[N-:22][C:23]#[N:24])[H:28])([H:25])([H:26])[H:27].[C:1]([O:2][C:3]1=[C:4]([C:5]([C:6]([H:35])([H:36])[H:37])=[O:7])[C:8]2([H:38])[C:9]([H:39])([H:40])[C:10]([H:41])([H:42])[C:11]1([H:43])[C:12]2([H:44])[H:45])([H:32])([H:33])[H:34]>>[C:1]([O:2][C:3]12[C:4]([C:5]([C:6]([H:35])([H:36])[H:37])=[O:7])([C:8]3([H:38])[C:9]([H:39])([H:40])[C:10]([H:41])([H:42])[C:11]1([H:43])[C:12]3([H:44])[H:45])[N:22]([C:23]#[N:24])[N:20]([C:21]([H:29])([H:30])[H:31])[C:17]2([C:15]([N:14]([C:13]([H:25])([H:26])[H:27])[H:28])=[O:16])[C:18]#[N:19])([H:32])([H:33])[H:34]
1088,473,[C:13]([N:14]([C:15](=[O:16])[C:17]([C:18]#[N:19])=[N+:20]([C:21]([H:29])([H:30])[H:31])[N-:22][C:23]#[N:24])[H:28])([H:25])([H:26])[H:27].[C:1]([O:2][C:3]1=[C:4]([C:5]([C:6]([H:35])([H:36])[H:37])=[O:7])[C:8]2([H:38])[C:9]([H:39])([H:40])[C:10]([H:41])([H:42])[C:11]1([H:43])[C:12]2([H:44])[H:45])([H:32])([H:33])[H:34]>>[C:1]([O:2][C:3]12[C:4]([C:5]([C:6]([H:35])([H:36])[H:37])=[O:7])([C:8]3([H:38])[C:9]([H:39])([H:40])[C:10]([H:41])([H:42])[C:11]1([H:43])[C:12]3([H:44])[H:45])[C:17]([C:15]([N:14]([C:13]([H:25])([H:26])[H:27])[H:28])=[O:16])([C:18]#[N:19])[N:20]([C:21]([H:29])([H:30])[H:31])[N:22]2[C:23]#[N:24])([H:32])([H:33])[H:34]
1089,474,[C:13]([N:14]([C:15](=[O:16])[C-:17]([C:18]([H:28])([H:29])[H:30])[N+:19]([C:20]([H:31])([H:32])[H:33])=[C:21]([C:22]([H:34])([H:35])[H:36])[C:23]([H:37])([H:38])[H:39])[H:27])([H:24])([H:25])[H:26].[C:1]([C:2]1=[C:3]([C:4]([F:5])([F:6])[F:7])[C:8]2([H:43])[C:9]([H:44])=[C:10]([H:45])[C:11]1([H:46])[O:12]2)([H:40])([H:41])[H:42]>>[C:1]([C:2]12[C:3]([C:4]([F:5])([F:6])[F:7])([C:8]3([H:43])[C:9]([H:44])=[C:10]([H:45])[C:11]1([H:46])[O:12]3)[C:21]([C:22]([H:34])([H:35])[H:36])([C:23]([H:37])([H:38])[H:39])[N:19]([C:20]([H:31])([H:32])[H:33])[C:17]2([C:15]([N:14]([C:13]([H:24])([H:25])[H:26])[H:27])=[O:16])[C:18]([H:28])([H:29])[H:30])([H:40])([H:41])[H:42]
1090,474,[C:13]([N:14]([C:15](=[O:16])[C-:17]([C:18]([H:28])([H:29])[H:30])[N+:19]([C:20]([H:31])([H:32])[H:33])=[C:21]([C:22]([H:34])([H:35])[H:36])[C:23]([H:37])([H:38])[H:39])[H:27])([H:24])([H:25])[H:26].[C:1]([C:2]1=[C:3]([C:4]([F:5])([F:6])[F:7])[C:8]2([H:43])[C:9]([H:44])=[C:10]([H:45])[C:11]1([H:46])[O:12]2)([H:40])([H:41])[H:42]>>[C:1]([C:2]1=[C:3]([C:4]([F:5])([F:6])[F:7])[C:8]2([H:43])[C:9]3([H:44])[C:10]([H:45])([C:11]1([H:46])[O:12]2)[C:21]([C:22]([H:34])([H:35])[H:36])([C:23]([H:37])([H:38])[H:39])[N:19]([C:20]([H:31])([H:32])[H:33])[C:17]3([C:15]([N:14]([C:13]([H:24])([H:25])[H:26])[H:27])=[O:16])[C:18]([H:28])([H:29])[H:30])([H:40])([H:41])[H:42]
1091,474,[C:13]([N:14]([C:15](=[O:16])[C-:17]([C:18]([H:28])([H:29])[H:30])[N+:19]([C:20]([H:31])([H:32])[H:33])=[C:21]([C:22]([H:34])([H:35])[H:36])[C:23]([H:37])([H:38])[H:39])[H:27])([H:24])([H:25])[H:26].[C:1]([C:2]1=[C:3]([C:4]([F:5])([F:6])[F:7])[C:8]2([H:43])[C:9]([H:44])=[C:10]([H:45])[C:11]1([H:46])[O:12]2)([H:40])([H:41])[H:42]>>[C:1]([C:2]12[C:3]([C:4]([F:5])([F:6])[F:7])([C:8]3([H:43])[C:9]([H:44])=[C:10]([H:45])[C:11]1([H:46])[O:12]3)[C:17]([C:15]([N:14]([C:13]([H:24])([H:25])[H:26])[H:27])=[O:16])([C:18]([H:28])([H:29])[H:30])[N:19]([C:20]([H:31])([H:32])[H:33])[C:21]2([C:22]([H:34])([H:35])[H:36])[C:23]([H:37])([H:38])[H:39])([H:40])([H:41])[H:42]
1092,474,[C:13]([N:14]([C:15](=[O:16])[C-:17]([C:18]([H:28])([H:29])[H:30])[N+:19]([C:20]([H:31])([H:32])[H:33])=[C:21]([C:22]([H:34])([H:35])[H:36])[C:23]([H:37])([H:38])[H:39])[H:27])([H:24])([H:25])[H:26].[C:1]([C:2]1=[C:3]([C:4]([F:5])([F:6])[F:7])[C:8]2([H:43])[C:9]([H:44])=[C:10]([H:45])[C:11]1([H:46])[O:12]2)([H:40])([H:41])[H:42]>>[C:1]([C:2]1=[C:3]([C:4]([F:5])([F:6])[F:7])[C:8]2([H:43])[C:9]3([H:44])[C:10]([H:45])([C:11]1([H:46])[O:12]2)[C:17]([C:15]([N:14]([C:13]([H:24])([H:25])[H:26])[H:27])=[O:16])([C:18]([H:28])([H:29])[H:30])[N:19]([C:20]([H:31])([H:32])[H:33])[C:21]3([C:22]([H:34])([H:35])[H:36])[C:23]([H:37])([H:38])[H:39])([H:40])([H:41])[H:42]
1093,475,[C:16]([C-:17]([N+:18](=[C:19]([C:20](=[O:21])[O:22][C:23]([H:30])([H:31])[H:32])[H:29])[H:28])[H:27])([H:24])([H:25])[H:26].[F:1][C:2]([F:3])([F:4])[C:5]1=[C:6]([C:7]([F:8])([F:9])[F:10])[C:11]2([H:33])[C:12]([H:34])=[C:13]([H:35])[C:14]1([H:36])[O:15]2>>[F:1][C:2]([F:3])([F:4])[C:5]1=[C:6]([C:7]([F:8])([F:9])[F:10])[C:11]2([H:33])[C:12]3([H:34])[C:13]([H:35])([C:14]1([H:36])[O:15]2)[C:17]([C:16]([H:24])([H:25])[H:26])([H:27])[N:18]([H:28])[C:19]3([C:20](=[O:21])[O:22][C:23]([H:30])([H:31])[H:32])[H:29]
1094,475,[C:16]([C-:17]([N+:18](=[C:19]([C:20](=[O:21])[O:22][C:23]([H:30])([H:31])[H:32])[H:29])[H:28])[H:27])([H:24])([H:25])[H:26].[F:1][C:2]([F:3])([F:4])[C:5]1=[C:6]([C:7]([F:8])([F:9])[F:10])[C:11]2([H:33])[C:12]([H:34])=[C:13]([H:35])[C:14]1([H:36])[O:15]2>>[F:1][C:2]([F:3])([F:4])[C:5]12[C:6]([C:7]([F:8])([F:9])[F:10])([C:11]3([H:33])[C:12]([H:34])=[C:13]([H:35])[C:14]1([H:36])[O:15]3)[C:17]([C:16]([H:24])([H:25])[H:26])([H:27])[N:18]([H:28])[C:19]2([C:20](=[O:21])[O:22][C:23]([H:30])([H:31])[H:32])[H:29]
1095,476,[C:15]([N:16]([C:17](=[O:18])[C-:19]([C:20]#[N:21])[N+:22]#[C:23][C:24]#[N:25])[H:29])([H:26])([H:27])[H:28].[C:1]([O:2][C:3](=[O:4])[C:5]([C:6](=[O:7])[O:8][C:9]([H:33])([H:34])[H:35])=[C:10]([C:11]#[N:12])[C:13]#[N:14])([H:30])([H:31])[H:32]>>[C:1]([O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][C:9]([H:33])([H:34])[H:35])[C:10]([C:11]#[N:12])([C:13]#[N:14])[C:19]([C:17]([N:16]([C:15]([H:26])([H:27])[H:28])[H:29])=[O:18])([C:20]#[N:21])[N:22]=[C:23]1[C:24]#[N:25])([H:30])([H:31])[H:32]
1096,476,[C:15]([N:16]([C:17](=[O:18])[C-:19]([C:20]#[N:21])[N+:22]#[C:23][C:24]#[N:25])[H:29])([H:26])([H:27])[H:28].[C:1]([O:2][C:3](=[O:4])[C:5]([C:6](=[O:7])[O:8][C:9]([H:33])([H:34])[H:35])=[C:10]([C:11]#[N:12])[C:13]#[N:14])([H:30])([H:31])[H:32]>>[C:1]([O:2][C:3](=[O:4])[C:5]1([C:6](=[O:7])[O:8][C:9]([H:33])([H:34])[H:35])[C:10]([C:11]#[N:12])([C:13]#[N:14])[C:23]([C:24]#[N:25])=[N:22][C:19]1([C:17]([N:16]([C:15]([H:26])([H:27])[H:28])[H:29])=[O:18])[C:20]#[N:21])([H:30])([H:31])[H:32]
1097,477,[C:13]([C:14](=[O:15])[N:16]=[N+:17]([N-:18][C:19]1=[C:20]([H:29])[C:21]([H:30])=[C:22]([H:31])[C:23]([H:32])=[C:24]1[H:33])[H:28])([H:25])([H:26])[H:27].[C:1]([N:2]([C:3](=[O:4])[C:5]1=[C:6]([F:7])[C:8]2([H:38])[C:9]([H:39])([H:40])[C:10]([H:41])([H:42])[C:11]1([H:43])[C:12]2([H:44])[H:45])[H:37])([H:34])([H:35])[H:36]>>[C:1]([N:2]([C:3](=[O:4])[C:5]12[C:6]([F:7])([C:8]3([H:38])[C:9]([H:39])([H:40])[C:10]([H:41])([H:42])[C:11]1([H:43])[C:12]3([H:44])[H:45])[N:16]([C:14]([C:13]([H:25])([H:26])[H:27])=[O:15])[N:17]([H:28])[N:18]2[C:19]1=[C:20]([H:29])[C:21]([H:30])=[C:22]([H:31])[C:23]([H:32])=[C:24]1[H:33])[H:37])([H:34])([H:35])[H:36]
1098,477,[C:13]([C:14](=[O:15])[N:16]=[N+:17]([N-:18][C:19]1=[C:20]([H:29])[C:21]([H:30])=[C:22]([H:31])[C:23]([H:32])=[C:24]1[H:33])[H:28])([H:25])([H:26])[H:27].[C:1]([N:2]([C:3](=[O:4])[C:5]1=[C:6]([F:7])[C:8]2([H:38])[C:9]([H:39])([H:40])[C:10]([H:41])([H:42])[C:11]1([H:43])[C:12]2([H:44])[H:45])[H:37])([H:34])([H:35])[H:36]>>[C:1]([N:2]([C:3](=[O:4])[C:5]12[C:6]([F:7])([C:8]3([H:38])[C:9]([H:39])([H:40])[C:10]([H:41])([H:42])[C:11]1([H:43])[C:12]3([H:44])[H:45])[N:18]([C:19]1=[C:20]([H:29])[C:21]([H:30])=[C:22]([H:31])[C:23]([H:32])=[C:24]1[H:33])[N:17]([H:28])[N:16]2[C:14]([C:13]([H:25])([H:26])[H:27])=[O:15])[H:37])([H:34])([H:35])[H:36]
1099,478,[C:11]([N:12]([C:13](=[O:14])[C:15]([C:16]#[N:17])=[O+:18][N-:19][C:20]#[N:21])[H:25])([H:22])([H:23])[H:24].[N:1]#[C:2][C:3]1=[C:4]([Br:5])[C:6]2([H:26])[C:7]([H:27])([H:28])[C:8]([H:29])([H:30])[C:9]1([H:31])[C:10]2([H:32])[H:33]>>[N:1]#[C:2][C:3]12[C:4]([Br:5])([C:6]3([H:26])[C:7]([H:27])([H:28])[C:8]([H:29])([H:30])[C:9]1([H:31])[C:10]3([H:32])[H:33])[C:15]([C:13]([N:12]([C:11]([H:22])([H:23])[H:24])[H:25])=[O:14])([C:16]#[N:17])[O:18][N:19]2[C:20]#[N:21]
1100,478,[C:11]([N:12]([C:13](=[O:14])[C:15]([C:16]#[N:17])=[O+:18][N-:19][C:20]#[N:21])[H:25])([H:22])([H:23])[H:24].[N:1]#[C:2][C:3]1=[C:4]([Br:5])[C:6]2([H:26])[C:7]([H:27])([H:28])[C:8]([H:29])([H:30])[C:9]1([H:31])[C:10]2([H:32])[H:33]>>[N:1]#[C:2][C:3]12[C:4]([Br:5])([C:6]3([H:26])[C:7]([H:27])([H:28])[C:8]([H:29])([H:30])[C:9]1([H:31])[C:10]3([H:32])[H:33])[N:19]([C:20]#[N:21])[O:18][C:15]2([C:13]([N:12]([C:11]([H:22])([H:23])[H:24])[H:25])=[O:14])[C:16]#[N:17]
1101,479,[C:1]([O:2]/[C:3]([F:4])=[C:5](/[F:6])[O:7][C:8]([H:28])([H:29])[H:30])([H:25])([H:26])[H:27].[C:9]([O:10][C:11](=[O:12])[C:13]1=[O+:24][C-:17]([C:18]2=[C:19]([H:34])[C:20]([H:35])=[C:21]([H:36])[C:22]([H:37])=[C:23]2[H:38])[C:15](=[O:16])[O:14]1)([H:31])([H:32])[H:33]>>[C:1]([O:2][C@@:3]1([F:4])[C@@:5]([F:6])([O:7][C:8]([H:28])([H:29])[H:30])[C:17]2([C:18]3=[C:19]([H:34])[C:20]([H:35])=[C:21]([H:36])[C:22]([H:37])=[C:23]3[H:38])[C:15](=[O:16])[O:14][C:13]1([C:11]([O:10][C:9]([H:31])([H:32])[H:33])=[O:12])[O:24]2)([H:25])([H:26])[H:27]
1102,480,[C:12]([O:13][C:14](=[O:15])[C-:16]1[N+:17]([H:28])=[C:18]([C:19]([C:20]([H:29])([H:30])[H:31])=[O:21])[O:22][C:23]1=[O:24])([H:25])([H:26])[H:27].[C:1]([C:2](=[O:3])[C:4]1([H:35])[C:5]#[C:6][C:7]([H:36])([H:37])[C:8]([H:38])([H:39])[C:9]([H:40])([H:41])[C:10]([H:42])([H:43])[C:11]1([H:44])[H:45])([H:32])([H:33])[H:34]>>[C:1]([C:2](=[O:3])[C:4]1([H:35])[C:5]2=[C:6]([C:7]([H:36])([H:37])[C:8]([H:38])([H:39])[C:9]([H:40])([H:41])[C:10]([H:42])([H:43])[C:11]1([H:44])[H:45])[C:16]1([C:14]([O:13][C:12]([H:25])([H:26])[H:27])=[O:15])[N:17]([H:28])[C:18]2([C:19]([C:20]([H:29])([H:30])[H:31])=[O:21])[O:22][C:23]1=[O:24])([H:32])([H:33])[H:34]
1103,480,[C:12]([O:13][C:14](=[O:15])[C-:16]1[N+:17]([H:28])=[C:18]([C:19]([C:20]([H:29])([H:30])[H:31])=[O:21])[O:22][C:23]1=[O:24])([H:25])([H:26])[H:27].[C:1]([C:2](=[O:3])[C:4]1([H:35])[C:5]#[C:6][C:7]([H:36])([H:37])[C:8]([H:38])([H:39])[C:9]([H:40])([H:41])[C:10]([H:42])([H:43])[C:11]1([H:44])[H:45])([H:32])([H:33])[H:34]>>[C:1]([C:2](=[O:3])[C:4]1([H:35])[C:5]2=[C:6]([C:7]([H:36])([H:37])[C:8]([H:38])([H:39])[C:9]([H:40])([H:41])[C:10]([H:42])([H:43])[C:11]1([H:44])[H:45])[C:18]1([C:19]([C:20]([H:29])([H:30])[H:31])=[O:21])[N:17]([H:28])[C:16]2([C:14]([O:13][C:12]([H:25])([H:26])[H:27])=[O:15])[C:23](=[O:24])[O:22]1)([H:32])([H:33])[H:34]
1104,481,[C:11]([O:12][C:13](=[O:14])[C-:15]1[N+:16]([H:26])=[C:17]([C:18]#[N:19])[O:20][C:21]1=[O:22])([H:23])([H:24])[H:25].[C:1]([C:2](=[O:3])/[C:4]([Cl:5])=[C:6](\[Cl:7])[C:8]([C:9]([H:30])([H:31])[H:32])=[O:10])([H:27])([H:28])[H:29]>>[C:1]([C:2](=[O:3])[C@@:4]1([Cl:5])[C@:6]([Cl:7])([C:8]([C:9]([H:30])([H:31])[H:32])=[O:10])[C:15]2([C:13]([O:12][C:11]([H:23])([H:24])[H:25])=[O:14])[N:16]([H:26])[C:17]1([C:18]#[N:19])[O:20][C:21]2=[O:22])([H:27])([H:28])[H:29]
1105,482,[C:13]([O:14][C:15](=[O:16])[C:17]#[N+:18][C-:19]([C:20]#[N:21])[C:22]([C:23]([H:28])([H:29])[H:30])=[O:24])([H:25])([H:26])[H:27].[C:1]([C:2]1=[C:3]([C:4]([F:5])([F:6])[F:7])[C:8]2([H:34])[C:9]([H:35])([H:36])[C:10]([H:37])([H:38])[C:11]1([H:39])[C:12]2([H:40])[H:41])([H:31])([H:32])[H:33]>>[C:1]([C:2]12[C:3]([C:4]([F:5])([F:6])[F:7])([C:8]3([H:34])[C:9]([H:35])([H:36])[C:10]([H:37])([H:38])[C:11]1([H:39])[C:12]3([H:40])[H:41])[C:19]([C:20]#[N:21])([C:22]([C:23]([H:28])([H:29])[H:30])=[O:24])[N:18]=[C:17]2[C:15]([O:14][C:13]([H:25])([H:26])[H:27])=[O:16])([H:31])([H:32])[H:33]
1106,482,[C:13]([O:14][C:15](=[O:16])[C:17]#[N+:18][C-:19]([C:20]#[N:21])[C:22]([C:23]([H:28])([H:29])[H:30])=[O:24])([H:25])([H:26])[H:27].[C:1]([C:2]1=[C:3]([C:4]([F:5])([F:6])[F:7])[C:8]2([H:34])[C:9]([H:35])([H:36])[C:10]([H:37])([H:38])[C:11]1([H:39])[C:12]2([H:40])[H:41])([H:31])([H:32])[H:33]>>[C:1]([C:2]12[C:3]([C:4]([F:5])([F:6])[F:7])([C:8]3([H:34])[C:9]([H:35])([H:36])[C:10]([H:37])([H:38])[C:11]1([H:39])[C:12]3([H:40])[H:41])[C:17]([C:15]([O:14][C:13]([H:25])([H:26])[H:27])=[O:16])=[N:18][C:19]2([C:20]#[N:21])[C:22]([C:23]([H:28])([H:29])[H:30])=[O:24])([H:31])([H:32])[H:33]
1107,483,[C:17]([C:18](=[O:19])[C:20]#[N+:21][C-:22]([C:23]#[N:24])[H:28])([H:25])([H:26])[H:27].[C:1]([O:2][C:3](=[O:4])[C:5]1([H:32])[C:6]#[C:7][C:8]([O:9][C:10]([H:33])([H:34])[H:35])([O:11][C:12]([H:36])([H:37])[H:38])[C:13]([H:39])([H:40])[C:14]([H:41])([H:42])[C:15]([H:43])([H:44])[C:16]1([H:45])[H:46])([H:29])([H:30])[H:31]>>[C:1]([O:2][C:3](=[O:4])[C:5]1([H:32])[C:6]2=[C:7]([C:8]([O:9][C:10]([H:33])([H:34])[H:35])([O:11][C:12]([H:36])([H:37])[H:38])[C:13]([H:39])([H:40])[C:14]([H:41])([H:42])[C:15]([H:43])([H:44])[C:16]1([H:45])[H:46])[C:20]([C:18]([C:17]([H:25])([H:26])[H:27])=[O:19])=[N:21][C:22]2([C:23]#[N:24])[H:28])([H:29])([H:30])[H:31]
1108,483,[C:17]([C:18](=[O:19])[C:20]#[N+:21][C-:22]([C:23]#[N:24])[H:28])([H:25])([H:26])[H:27].[C:1]([O:2][C:3](=[O:4])[C:5]1([H:32])[C:6]#[C:7][C:8]([O:9][C:10]([H:33])([H:34])[H:35])([O:11][C:12]([H:36])([H:37])[H:38])[C:13]([H:39])([H:40])[C:14]([H:41])([H:42])[C:15]([H:43])([H:44])[C:16]1([H:45])[H:46])([H:29])([H:30])[H:31]>>[C:1]([O:2][C:3](=[O:4])[C:5]1([H:32])[C:6]2=[C:7]([C:8]([O:9][C:10]([H:33])([H:34])[H:35])([O:11][C:12]([H:36])([H:37])[H:38])[C:13]([H:39])([H:40])[C:14]([H:41])([H:42])[C:15]([H:43])([H:44])[C:16]1([H:45])[H:46])[C:22]([C:23]#[N:24])([H:28])[N:21]=[C:20]2[C:18]([C:17]([H:25])([H:26])[H:27])=[O:19])([H:29])([H:30])[H:31]
1109,484,[C:16]([O:17][C:18](=[O:19])[C:20]([C:21]#[N:22])=[N+:23]([O-:24])[H:28])([H:25])([H:26])[H:27].[C:1]([O:2][C:3](=[O:4])[C:5]1=[C:6]([C:7](=[O:8])[O:9][C:10]([H:32])([H:33])[H:34])[C:11]2([H:35])[C:12]([H:36])([H:37])[C:13]([H:38])([H:39])[C:14]1([H:40])[C:15]2([H:41])[H:42])([H:29])([H:30])[H:31]>>[C:1]([O:2][C:3](=[O:4])[C:5]12[C:6]([C:7](=[O:8])[O:9][C:10]([H:32])([H:33])[H:34])([C:11]3([H:35])[C:12]([H:36])([H:37])[C:13]([H:38])([H:39])[C:14]1([H:40])[C:15]3([H:41])[H:42])[O:24][N:23]([H:28])[C:20]2([C:18]([O:17][C:16]([H:25])([H:26])[H:27])=[O:19])[C:21]#[N:22])([H:29])([H:30])[H:31]
1110,485,[C:11]([N:12]([C:13](=[O:14])[C-:15]1[N+:16]([H:27])=[C:17]([C:18]#[N:19])[O:20][C:21]1=[O:22])[H:26])([H:23])([H:24])[H:25].[Cl:1][C:2]1([Cl:3])[C:4]#[C:5][C:6]([H:28])([H:29])[C:7]([H:30])([H:31])[C:8]([H:32])([H:33])[C:9]([H:34])([H:35])[C:10]1([H:36])[H:37]>>[Cl:1][C:2]1([Cl:3])[C:4]2=[C:5]([C:6]([H:28])([H:29])[C:7]([H:30])([H:31])[C:8]([H:32])([H:33])[C:9]([H:34])([H:35])[C:10]1([H:36])[H:37])[C:17]1([C:18]#[N:19])[N:16]([H:27])[C:15]2([C:13]([N:12]([C:11]([H:23])([H:24])[H:25])[H:26])=[O:14])[C:21](=[O:22])[O:20]1
1111,485,[C:11]([N:12]([C:13](=[O:14])[C-:15]1[N+:16]([H:27])=[C:17]([C:18]#[N:19])[O:20][C:21]1=[O:22])[H:26])([H:23])([H:24])[H:25].[Cl:1][C:2]1([Cl:3])[C:4]#[C:5][C:6]([H:28])([H:29])[C:7]([H:30])([H:31])[C:8]([H:32])([H:33])[C:9]([H:34])([H:35])[C:10]1([H:36])[H:37]>>[Cl:1][C:2]1([Cl:3])[C:4]2=[C:5]([C:6]([H:28])([H:29])[C:7]([H:30])([H:31])[C:8]([H:32])([H:33])[C:9]([H:34])([H:35])[C:10]1([H:36])[H:37])[C:15]1([C:13]([N:12]([C:11]([H:23])([H:24])[H:25])[H:26])=[O:14])[N:16]([H:27])[C:17]2([C:18]#[N:19])[O:20][C:21]1=[O:22]
1112,486,[C:11]([O:12][C:13](=[O:14])[C-:15]([N+:16]#[C:17][C:18]#[N:19])[C:20]1=[C:21]([H:29])[C:22]([H:30])=[C:23]([H:31])[C:24]([H:32])=[C:25]1[H:33])([H:26])([H:27])[H:28].[C:1]([C:2](=[O:3])[C:4]1=[C:5]([H:37])[C:6]2([H:38])[C:7]([H:39])([H:40])[C:8]([H:41])([H:42])[C:9]1([H:43])[C:10]2([H:44])[H:45])([H:34])([H:35])[H:36]>>[C:1]([C:2](=[O:3])[C:4]12[C:5]([H:37])([C:6]3([H:38])[C:7]([H:39])([H:40])[C:8]([H:41])([H:42])[C:9]1([H:43])[C:10]3([H:44])[H:45])[C:17]([C:18]#[N:19])=[N:16][C:15]2([C:13]([O:12][C:11]([H:26])([H:27])[H:28])=[O:14])[C:20]1=[C:21]([H:29])[C:22]([H:30])=[C:23]([H:31])[C:24]([H:32])=[C:25]1[H:33])([H:34])([H:35])[H:36]
1113,486,[C:11]([O:12][C:13](=[O:14])[C-:15]([N+:16]#[C:17][C:18]#[N:19])[C:20]1=[C:21]([H:29])[C:22]([H:30])=[C:23]([H:31])[C:24]([H:32])=[C:25]1[H:33])([H:26])([H:27])[H:28].[C:1]([C:2](=[O:3])[C:4]1=[C:5]([H:37])[C:6]2([H:38])[C:7]([H:39])([H:40])[C:8]([H:41])([H:42])[C:9]1([H:43])[C:10]2([H:44])[H:45])([H:34])([H:35])[H:36]>>[C:1]([C:2](=[O:3])[C:4]12[C:5]([H:37])([C:6]3([H:38])[C:7]([H:39])([H:40])[C:8]([H:41])([H:42])[C:9]1([H:43])[C:10]3([H:44])[H:45])[C:15]([C:13]([O:12][C:11]([H:26])([H:27])[H:28])=[O:14])([C:20]1=[C:21]([H:29])[C:22]([H:30])=[C:23]([H:31])[C:24]([H:32])=[C:25]1[H:33])[N:16]=[C:17]2[C:18]#[N:19])([H:34])([H:35])[H:36]
1114,487,[C:16]([C:17](=[O:18])[C:19]([C:20]#[N:21])=[N+:22]([C-:23]([C:24]#[N:25])[H:30])[H:29])([H:26])([H:27])[H:28].[C:1]([O:2][C:3]1=[C:4]([C:5]2=[C:6]([H:34])[C:7]([H:35])=[C:8]([H:36])[C:9]([H:37])=[C:10]2[H:38])[C:11]2([H:39])[C:12]([H:40])([H:41])[C:13]([H:42])([H:43])[C:14]1([H:44])[C:15]2([H:45])[H:46])([H:31])([H:32])[H:33]>>[C:1]([O:2][C:3]12[C:4]([C:5]3=[C:6]([H:34])[C:7]([H:35])=[C:8]([H:36])[C:9]([H:37])=[C:10]3[H:38])([C:11]3([H:39])[C:12]([H:40])([H:41])[C:13]([H:42])([H:43])[C:14]1([H:44])[C:15]3([H:45])[H:46])[C:19]([C:17]([C:16]([H:26])([H:27])[H:28])=[O:18])([C:20]#[N:21])[N:22]([H:29])[C:23]2([C:24]#[N:25])[H:30])([H:31])([H:32])[H:33]
1115,487,[C:16]([C:17](=[O:18])[C:19]([C:20]#[N:21])=[N+:22]([C-:23]([C:24]#[N:25])[H:30])[H:29])([H:26])([H:27])[H:28].[C:1]([O:2][C:3]1=[C:4]([C:5]2=[C:6]([H:34])[C:7]([H:35])=[C:8]([H:36])[C:9]([H:37])=[C:10]2[H:38])[C:11]2([H:39])[C:12]([H:40])([H:41])[C:13]([H:42])([H:43])[C:14]1([H:44])[C:15]2([H:45])[H:46])([H:31])([H:32])[H:33]>>[C:1]([O:2][C:3]12[C:4]([C:5]3=[C:6]([H:34])[C:7]([H:35])=[C:8]([H:36])[C:9]([H:37])=[C:10]3[H:38])([C:11]3([H:39])[C:12]([H:40])([H:41])[C:13]([H:42])([H:43])[C:14]1([H:44])[C:15]3([H:45])[H:46])[C:23]([C:24]#[N:25])([H:30])[N:22]([H:29])[C:19]2([C:17]([C:16]([H:26])([H:27])[H:28])=[O:18])[C:20]#[N:21])([H:31])([H:32])[H:33]
1116,488,[Br:1][C:2]1=[C:3]([Br:4])[C:5]2([H:18])[C:6]([H:19])=[C:7]([H:20])[C:8]1([H:21])[O:9]2.[C:10]([C:11]#[N+:12][N-:13][C:14](=[O:15])[N:16]([C:17]([H:26])([H:27])[H:28])[H:25])([H:22])([H:23])[H:24]>>[Br:1][C:2]12[C:3]([Br:4])([C:5]3([H:18])[C:6]([H:19])=[C:7]([H:20])[C:8]1([H:21])[O:9]3)[N:13]([C:14](=[O:15])[N:16]([C:17]([H:26])([H:27])[H:28])[H:25])[N:12]=[C:11]2[C:10]([H:22])([H:23])[H:24]
