,Unnamed: 0,idx,code,reaction
108,0,105,86,[C:1]([C:2]1=[C:3]([H:10])[N:4]=[N:5][O:6]1)([H:7])([H:8])[H:9]>>[C:1]([C:3](=[C:2]=[O:6])[H:10])([H:7])([H:8])[H:9].[N:4]#[N:5]
109,0,106,87,[O:1]1[N:2]=[N:3][N:4]=[N:5]1>>[N:4]#[N:5].[O:1]=[N+:3]=[N-:2]
110,0,107,88,[O:1]([C@@:2]([C:3](=[O:4])[H:9])([C:5]#[N:6])[H:8])[H:7]>>[O:1]=[C:2]([C:3]([O:4][H:7])([H:8])[H:9])[C:5]#[N:6]
111,0,108,89,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[O:5][C@@:6]21[H:12]>>[C:1](=[C:3](/[C:2](=[C:6](\[C:4](=[O:5])[H:11])[H:12])[H:9])[H:10])([H:7])[H:8]
112,0,109,90,[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5](=[O:6])[H:12])[H:10])([H:8])[H:9])[H:7]>>[O:1]([C:2]([C:3](=[O:4])[C:5]([O:6][H:11])([H:10])[H:12])([H:8])[H:9])[H:7]
113,0,110,91,[O:1]([C:2]1=[N:3][C:4]([H:8])=[C:5]([H:9])[N:6]1[H:10])[H:7]>>[O:1]=[C:2]1[N:3]([H:7])[C:4]([H:8])=[C:5]([H:9])[N:6]1[H:10]
114,0,111,92,[C:1]([C@@:2]1([C:3]([O:4][H:12])([H:10])[H:11])[C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9]>>[C:1]([C@:2]([C:3](=[O:4])[H:11])([C:5]([O:6][H:12])([H:13])[H:14])[H:10])([H:7])([H:8])[H:9]
115,0,112,93,[C:1](#[C:2][C:3]([C:4]([C:5]#[C:6][H:12])([H:10])[H:11])([H:8])[H:9])[H:7]>>[C:1](=[C:2]=[C:3]([H:8])[H:9])([C:6](=[C:5]=[C:4]([H:10])[H:11])[H:12])[H:7]
116,0,113,94,[C:1]([C@@:2]([C:3]([O:4][H:13])([H:11])[H:12])([C:5]#[C:6][H:14])[H:10])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[C:5]=[C:6]([H:13])[H:14])[H:10])([H:7])([H:8])[H:9].[C:3](=[O:4])([H:11])[H:12]
117,0,114,95,[C:1]([C@@:2]([C:3](=[O:4])[H:11])([C:5]#[C:6][H:12])[H:10])([H:7])([H:8])[H:9]>>[C-:3]#[O+:4].[C:1]([C:2](=[C:5]=[C:6]([H:11])[H:12])[H:10])([H:7])([H:8])[H:9]
118,0,115,96,[N:1]1([H:7])[C@@:2]2([H:8])[C@:3]1([H:9])[C@@:4]1([H:10])[O:5][C@@:6]21[H:11]>>[N:1](=[C:2]([C:3](=[C:4](/[C:6](=[O:5])[H:11])[H:10])\[H:9])/[H:8])\[H:7]
119,0,116,97,[O:1]([C:2]([C:3](=[O:4])[C:5](=[O:6])[H:10])([H:8])[H:9])[H:7]>>[O:1]=[C:2]([C:3]([O:4][H:7])([C:5](=[O:6])[H:10])[H:9])[H:8]
120,0,117,98,[O:1]([C@@:2]1([H:8])[C@@:3]2([H:9])[C:4]([H:10])([H:11])[O:5][C@@:6]12[H:12])[H:7]>>[O:1]([C@@:2]([C:3](=[C:4]([H:10])[H:11])[H:9])([C:6](=[O:5])[H:12])[H:8])[H:7]
121,1,118,98,[O:1]([C@@:2]1([H:8])[C@@:3]2([H:9])[C:4]([H:10])([H:11])[O:5][C@@:6]12[H:12])[H:7]>>[O:1]=[C:2](/[C:6](=[C:3](\[C:4]([O:5][H:7])([H:10])[H:11])[H:9])[H:12])[H:8]
122,0,119,99,[O:1]=[C:2]1[C:3]([H:6])([H:7])[C:4]([H:8])([H:9])[O:5]1>>[C:3](=[C:4]([H:8])[H:9])([H:6])[H:7].[O:1]=[C:2]=[O:5]
123,0,120,100,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[N:4]1[C:5](=[O:6])[H:13])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[O:6][C:5]([H:13])=[N:4]1)([H:7])([H:8])[H:9]
124,1,121,100,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[N:4]1[C:5](=[O:6])[H:13])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[N:4]=[C:5]([H:13])[O:6]1)([H:7])([H:8])[H:9]
125,2,122,100,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[N:4]1[C:5](=[O:6])[H:13])([H:7])([H:8])[H:9]>>[C:1](/[C:2](=[C:3](\[N:4]=[C:5](/[O:6][H:12])[H:13])[H:11])[H:10])([H:7])([H:8])[H:9]
126,0,123,101,[N:1]([C:2]1=[C:3]([H:9])[N:4]=[N:5][N:6]1[H:10])([H:7])[H:8]>>[N:1]([C:2]1=[N:6][N:5]([H:10])[N:4]=[C:3]1[H:9])([H:7])[H:8]
127,0,124,102,[O:1]=[C:2]([C:3](=[O:4])[C:5]#[C:6][H:8])[H:7]>>[C:3](=[O:4])=[C:5]=[C:6]([H:7])[H:8].[O+:1]#[C-:2]
128,0,125,103,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[C:5]([H:10])([H:11])[C@@:6]12[H:12]>>[O:1]=[C:2]=[C:6]([C:5]([C:4](=[C:3]([H:7])[H:8])[H:9])([H:10])[H:11])[H:12]
129,0,126,104,[C:1]([O:2][C:3]([C:4]#[C:5][H:11])([H:9])[H:10])([H:6])([H:7])[H:8]>>[C:1](=[O:2])([H:7])[H:8].[C:3](=[C:4]=[C:5]([H:6])[H:11])([H:9])[H:10]
130,0,127,105,[N:1]([C:2](=[O:3])[N:4](/[C:5](=[N:6]/[H:11])[H:10])[H:9])([H:7])[H:8]>>[N:1]([C:2](=[O:3])/[N:4]=[C:5](/[N:6]([H:9])[H:11])[H:10])([H:7])[H:8]
131,0,128,106,[N:1]([C:2](=[O:3])[C:4]([C:5]#[C:6][H:11])([H:9])[H:10])([H:7])[H:8]>>[C:4](=[C:5]=[C:6]([H:8])[H:11])([H:9])[H:10].[N:1](=[C:2]=[O:3])[H:7]
132,0,129,107,[O:1]=[C:2]1[O:3][C@@:4]2([H:7])[C:5]([H:8])([H:9])[C@@:6]12[H:10]>>[O:1]=[C:2]=[C:6]([C:5]([C:4](=[O:3])[H:7])([H:8])[H:9])[H:10]
133,1,130,107,[O:1]=[C:2]1[O:3][C@@:4]2([H:7])[C:5]([H:8])([H:9])[C@@:6]12[H:10]>>[C:4]1([H:7])=[C:6]([H:10])[C:5]1([H:8])[H:9].[O:1]=[C:2]=[O:3]
134,0,131,108,[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([O:4][H:13])[C:5](=[O:6])[H:14])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[O:4])[C@:5]([C:3]([H:10])([H:11])[H:12])([O:6][H:13])[H:14])([H:7])([H:8])[H:9]
135,0,132,109,[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[N:4]2[C:5]([H:11])([H:12])[C@@:6]12[H:13])[H:7]>>[O:1](/[C:2](=[C:6](/[C:5]([N:4]=[C:3]([H:9])[H:10])([H:11])[H:12])[H:13])[H:8])[H:7]
136,0,133,110,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[O:3][C:4]([H:10])=[N:5][C@@:6]12[H:11]>>[C:1](=[C:2](/[C:6](=[N:5]\[C:4](=[O:3])[H:10])[H:11])[H:9])([H:7])[H:8]
137,0,134,111,[O:1]=[C:2]([C:3](=[O:4])[C:5](=[O:6])[H:8])[H:7]>>[C-:3]#[O+:4].[O:1]=[C:2]([C:5](=[O:6])[H:8])[H:7]
138,0,135,112,[O:1]([C:2]([C:3]([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:10])[H:11])([H:8])[H:9])[H:7]>>[C:3](=[C:4]([C:5]([O:6][H:7])([H:13])[H:14])[H:12])([H:10])[H:11].[O:1]=[C:2]([H:8])[H:9]
139,0,136,113,[N:1]([C:2]1=[N:3][O:4][N:5]=[N:6]1)([H:7])[H:8]>>[N:1]([C:2]#[N+:3][O-:4])([H:7])[H:8].[N:5]#[N:6]
140,1,137,113,[N:1]([C:2]1=[N:3][O:4][N:5]=[N:6]1)([H:7])[H:8]>>[N:1]([C:2]#[N:3])([H:7])[H:8].[O:4]=[N+:5]=[N-:6]
141,0,138,114,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C:4](=[O:5])[O:6]1)([H:7])([H:8])[H:9]>>[C:1]([C:2](=[C:3]([H:11])[H:12])[H:10])([H:7])([H:8])[H:9].[C:4](=[O:5])=[O:6]
142,0,139,115,[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@:4]1([C:5](=[O:6])[H:12])[H:11])[H:7]>>[O:1]=[C:2]([C:3]([C:4]([C:5](=[O:6])[H:12])([H:7])[H:11])([H:9])[H:10])[H:8]
143,1,140,115,[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@:4]1([C:5](=[O:6])[H:12])[H:11])[H:7]>>[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])=[C:5]([H:12])[O:6]1)[H:7]
144,2,141,115,[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@:4]1([C:5](=[O:6])[H:12])[H:11])[H:7]>>[O:1](/[C:2](=[C:3]([C:4](=[C:5](/[O:6][H:10])[H:12])\[H:11])/[H:9])[H:8])[H:7]
145,0,142,116,[O:1]=[C:2]([C@@:3]1([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10])[H:6]>>[O-:1][C:2](=[C:3]([N:5]([C+:4]([H:8])[H:9])[H:10])[H:7])[H:6]
146,0,143,117,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[O:4][C@:5]1([H:11])[C@@:6]23[H:12]>>[C:1]1([H:7])([H:8])[C@:2]([C:3](=[O:4])[H:10])([H:9])[C:6]([H:12])=[C:5]1[H:11]
147,0,144,118,[O:1]=[C:2]([O:3][C:4]([C:5]#[C:6][H:10])([H:8])[H:9])[H:7]>>[C:4](=[C:5]=[C:6]([H:7])[H:10])([H:8])[H:9].[O:1]=[C:2]=[O:3]
148,1,145,118,[O:1]=[C:2]([O:3][C:4]([C:5]#[C:6][H:10])([H:8])[H:9])[H:7]>>[O:1]([C:2](=[O:3])[H:7])[C:6](=[C:5]=[C:4]([H:8])[H:9])[H:10]
149,0,146,119,[C:1]1([H:7])([H:8])[C:2]([H:9])=[C:3]([H:10])[C@@:4]2([H:11])[O:5][C@@:6]12[H:12]>>[C:1](=[C:2](/[C:3](=[C:4](\[C:6](=[O:5])[H:12])[H:11])[H:10])[H:9])([H:7])[H:8]
150,0,147,120,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C:4]([H:12])([H:13])[C@@:5]1([H:14])[O:6]2)([H:7])([H:8])[H:9]>>[C:1]([C:2]1([C:5](=[O:6])[H:14])[C:3]([H:10])([H:11])[C:4]1([H:12])[H:13])([H:7])([H:8])[H:9]
151,0,148,121,[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@:4]1([C:5]#[C:6][H:12])[H:11])[H:7]>>[O:1]=[C:2]([C:3]([C:4](=[C:5]=[C:6]([H:7])[H:12])[H:11])([H:9])[H:10])[H:8]
152,0,149,122,[N:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[O:4][C:5]1=[O:6])([H:7])[H:8]>>[N:1]([C:2](=[C:3]([H:10])[H:11])[H:9])([H:7])[H:8].[O:4]=[C:5]=[O:6]
153,0,150,123,[O-:1][C:2](=[C:3]([N+:4]#[N:5])[H:7])[H:6]>>[N:4]#[N:5].[O:1]=[C:2]=[C:3]([H:6])[H:7]
154,0,151,124,[C:1]([O:2][C:3]([C:4]#[C:5][C:6]([H:12])([H:13])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](=[O:2])([H:7])[H:8].[C:3](=[C:4]=[C:5]([C:6]([H:12])([H:13])[H:14])[H:9])([H:10])[H:11]
155,0,152,125,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[C:5]([H:12])([H:13])[C@@:6]21[H:14]>>[C:1]1([H:7])([H:8])[C:2]([H:9])=[C:6]([H:14])[C:5]([H:12])([H:13])[C:4]([H:11])=[C:3]1[H:10]
156,0,153,126,[C:1]([O:2][C@@:3]1([H:10])[C:4]([H:11])([H:12])[C@:5]1([O:6][H:14])[H:13])([H:7])([H:8])[H:9]>>[C:1]([O:2][H:14])([H:7])([H:8])[H:9].[C:3](=[C:4]([H:11])[H:12])([C:5](=[O:6])[H:13])[H:10]
157,0,154,127,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@:4]1([C:5](=[O:6])[H:14])[H:13])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C:4]([H:13])=[C:5]([H:14])[O:6]1)([H:7])([H:8])[H:9]
158,0,155,128,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])/[C:4](=[N:5]/[H:13])[O:6]1)([H:7])([H:8])[H:9]>>[C:1]([C:2](=[C:3]([H:11])[H:12])[H:10])([H:7])([H:8])[H:9].[C:4](=[N:5][H:13])=[O:6]
159,0,156,129,[C:1]1([H:8])([H:9])[C@:2]2([H:10])[O:3][C@@:4]1([H:11])[C@:5]1([H:12])[O:6][C@:7]21[H:13]>>[C:1](=[C:2]([C@@:7]1([H:13])[C@:5]([C:4](=[O:3])[H:11])([H:12])[O:6]1)[H:10])([H:8])[H:9]
160,0,157,130,[C:1]([C@@:2]1([H:11])[O:3]/[C:4](=[N:5]\[H:12])[C@:6]1([N:7]([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[C:6](\[N:7]([H:14])[H:15])[H:13])[H:11])([H:8])([H:9])[H:10].[O:3]=[C:4]=[N:5][H:12]
161,0,158,131,[O:1]=[C:2]([C:3]1([C:6](=[O:7])[H:13])[C:4]([H:9])([H:10])[C:5]1([H:11])[H:12])[H:8]>>[O:1]=[C:2]([C:3]1=[C:6]([H:13])[O:7][C:4]([H:9])([H:10])[C:5]1([H:11])[H:12])[H:8]
162,1,159,131,[O:1]=[C:2]([C:3]1([C:6](=[O:7])[H:13])[C:4]([H:9])([H:10])[C:5]1([H:11])[H:12])[H:8]>>[O:1]=[C:2]([C:3]([C:4]([C:5]([H:11])([H:12])[H:13])([H:9])[H:10])=[C:6]=[O:7])[H:8]
163,0,160,132,[C:1]([C:2]1=[C:3]([N:4]([H:11])[H:12])[N:5]=[N:6][O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C+:3][N:4]([H:11])[H:12])[O-:7])([H:8])([H:9])[H:10].[N:5]#[N:6]
164,0,161,133,[C:1](#[C:2][C@:3]12[C:4]([H:9])([H:10])[C@@:5]1([H:11])[O:6][C:7]2([H:12])[H:13])[H:8]>>[C:1](#[C:2][C:3]([C:4]([C:5](=[O:6])[H:11])([H:9])[H:10])=[C:7]([H:12])[H:13])[H:8]
165,0,162,134,[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[O:4][C@:5]1([C:6]#[C:7][H:15])[H:14])([H:8])([H:9])[H:10]>>[C:1](=[C:2]([C:3]([O:4][C:5](=[C:6]=[C:7]([H:9])[H:15])[H:14])([H:12])[H:13])[H:11])([H:8])[H:10]
166,0,163,135,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@:4]3([H:11])[C:5]([H:12])([H:13])[N:6]2[C@:7]13[H:14])[H:8]>>[O:1](/[C:2](=[C:3](/[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]=[C:7]1[H:14])[H:10])[H:9])[H:8]
167,1,164,135,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@:4]3([H:11])[C:5]([H:12])([H:13])[N:6]2[C@:7]13[H:14])[H:8]>>[O:1]1[C@@:2]2([H:9])[C@:3]1([H:10])[N:6]1[C:5]([H:12])([H:13])[C:4]([H:8])([H:11])[C@@:7]21[H:14]
168,2,165,135,[O:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C@:4]3([H:11])[C:5]([H:12])([H:13])[N:6]2[C@:7]13[H:14])[H:8]>>[O:1]([C@@:2]1([H:9])[C:3]([H:10])=[N:6][C@:7]1([C:4](=[C:5]([H:12])[H:13])[H:11])[H:14])[H:8]
169,0,166,136,[C:1]([C@@:2]([C:3]([C:4]#[C:5][H:14])([H:12])[H:13])([C:6]#[C:7][H:15])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C:6]=[C:7]([C:5](=[C:4]=[C:3]([H:12])[H:13])[H:14])[H:15])[H:11])([H:8])([H:9])[H:10]
170,0,167,137,[O:1]=[C:2]([C@@:3]1([H:9])[C@@:4]2([H:10])[C:5]([H:11])([H:12])[C:6]([H:13])([H:14])[N:7]12)[H:8]>>[O-:1][C:2](=[C:3]([N+:7]1=[C:4]([H:10])[C:5]([H:11])([H:12])[C:6]1([H:13])[H:14])[H:9])[H:8]
171,0,168,138,[C:1]1([H:8])([H:9])[N:2]([H:10])[C@:3]12[C@:4]1([H:11])[C:5]([H:12])([H:13])[C@@:6]2([H:14])[O:7]1>>[C:1]1([H:8])([H:9])[N:2]([H:10])[C@:3]1([C:4](=[O:7])[H:11])[C:6](=[C:5]([H:12])[H:13])[H:14]
172,1,169,138,[C:1]1([H:8])([H:9])[N:2]([H:10])[C@:3]12[C@:4]1([H:11])[C:5]([H:12])([H:13])[C@@:6]2([H:14])[O:7]1>>[C:1]1([H:8])([H:9])[N:2]([H:10])/[C:3]1=[C:4](/[O:7][C:6](=[C:5]([H:12])[H:13])[H:14])[H:11]
173,0,170,139,[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[O:4][C@:5]1([H:13])[C:6]([H:14])=[C:7]2[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[O:4][C@@:7]2([H:15])[C:6]([H:14])=[C:5]1[H:13])([H:8])([H:9])[H:10]
174,0,171,140,[C:1]([C@@:2]1([O:3][H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6]1=[O:7])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[O:3])[C:6]([C:5]([C:4]([H:11])([H:12])[H:13])([H:14])[H:15])=[O:7])([H:8])([H:9])[H:10]
175,0,172,141,[O:1]([C:2]([C@@:3]1([H:11])[O:4][C@@:5]2([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15])([H:9])[H:10])[H:8]>>[O:1]([C:2](/[C:3](=[C:7](\[C:6]([C:5](=[O:4])[H:12])([H:13])[H:14])[H:15])[H:11])([H:9])[H:10])[H:8]
176,0,173,142,[O:1]=[C:2]([C:3](=[O:4])[N:5]1[C:6]([H:9])([H:10])[C:7]1([H:11])[H:12])[H:8]>>[O:1]=[C:2]([C:3]1=[N:5][C:6]([H:9])([H:10])[C:7]([H:11])([H:12])[O:4]1)[H:8]
177,0,174,143,[C:1](/[N:2]=[C:3](/[O:4][C:5]([C:6]([O:7][H:16])([H:14])[H:15])([H:12])[H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2]([C:3](=[O:4])[H:11])[H:16])([H:8])([H:9])[H:10].[C:5]([C:6](=[O:7])[H:14])([H:12])([H:13])[H:15]
178,0,175,144,[O:1]=[C:2]([C@@:3]1([H:9])[C:4]([H:10])([H:11])[N:5]1[C:6](=[O:7])[H:12])[H:8]>>[O:1]=[C:2]([C@@:3]1([H:9])[C:4]([H:10])([H:11])[O:7][C:6]([H:12])=[N:5]1)[H:8]
179,1,176,144,[O:1]=[C:2]([C@@:3]1([H:9])[C:4]([H:10])([H:11])[N:5]1[C:6](=[O:7])[H:12])[H:8]>>[O:1]=[C:2]([C@@:3]1([H:9])[C:4]([H:10])([H:11])[N:5]=[C:6]([H:12])[O:7]1)[H:8]
180,0,177,145,[N:1]([C:2]1=[C:3]([H:10])[N:4]([H:11])[C:5]([O:6][H:12])=[C:7]1[H:13])([H:8])[H:9]>>[N:1]([C:2]1=[C:7]([H:13])[C:5]([O:6][H:12])=[N:4][C:3]1([H:10])[H:11])([H:8])[H:9]
181,0,178,146,[N:1]([C:2]1=[C:3]([H:10])[C:4]([N:5]([H:11])[H:12])=[C:6]([H:13])[N:7]1[H:14])([H:8])[H:9]>>[N:1]([C:2]1=[N:7][C:6]([H:13])([H:14])[C:4]([N:5]([H:11])[H:12])=[C:3]1[H:10])([H:8])[H:9]
182,0,179,147,[C:1]([C@:2]12[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[C@@:5]1([H:15])[C:6]([H:16])([H:17])[O:7]2)([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([C:4]([C:5](=[C:6]([H:16])[H:17])[H:15])([H:13])[H:14])([H:11])[H:12])=[O:7])([H:8])([H:9])[H:10]
183,0,180,148,[C:1]([C@@:2]([O:3][H:12])([C:4]([C:5]([C:6](=[O:7])[H:17])([H:15])[H:16])([H:13])[H:14])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[O:3][C@:6]([O:7][H:12])([H:17])[C:5]([H:15])([H:16])[C:4]1([H:13])[H:14])([H:8])([H:9])[H:10]
184,1,181,148,[C:1]([C@@:2]([O:3][H:12])([C:4]([C:5]([C:6](=[O:7])[H:17])([H:15])[H:16])([H:13])[H:14])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[O:3])[C:4]([C:5]([C:6]([O:7][H:12])([H:11])[H:17])([H:15])[H:16])([H:13])[H:14])([H:8])([H:9])[H:10]
185,0,182,149,[O:1]([C:2]1([C:3]([C:4](=[O:5])[H:11])([H:9])[H:10])[C:6]([H:12])([H:13])[C:7]1([H:14])[H:15])[H:8]>>[O:1]=[C:2]1[C:3]([H:9])([H:10])[C@@:4]([O:5][H:8])([H:11])[C:6]([H:12])([H:13])[C:7]1([H:14])[H:15]
186,0,183,150,[N:1](=[C:2](\[O:3][C:4](=[O:5])[H:9])[C:6](=[O:7])[H:10])\[H:8]>>[N:1]([C:2](=[O:3])[C:6](=[O:7])[H:10])([C:4](=[O:5])[H:9])[H:8]
187,0,184,151,[O:1]=[C:2]1[C:3]([H:8])([H:9])[N:4]2[C:5]([H:10])([H:11])[C:6]([H:12])([H:13])[C@@:7]12[H:14]>>[O:1]=[C:2]=[C:7]([C:6]([C:5]([N:4]=[C:3]([H:8])[H:9])([H:10])[H:11])([H:12])[H:13])[H:14]
188,0,185,152,[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[C:3]12[C:4]([H:12])([H:13])[C@@:5]1([H:14])[O:6][C@@:7]21[H:15]>>[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[C:3]12[C:4]([H:12])([H:13])[C@@:5]2([C:7](=[O:6])[H:15])[H:14]
189,0,186,153,[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[C:3]([H:11])([H:12])[O:4][C:5]([H:13])=[N:6][C@@:7]12[H:14]>>[C:1]([C:2](=[C:3]([H:11])[H:12])[H:10])(/[C:7](=[N:6]\[C:5](=[O:4])[H:13])[H:14])([H:8])[H:9]
190,0,187,154,[C:1]([C@@:2]1([C:3]([C:4]([O:5][H:15])([H:13])[H:14])([H:11])[H:12])[C:6]([H:16])([H:17])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2](=[C:3]([H:11])[H:12])[C:6]([O:7][H:15])([H:16])[H:17])([H:8])([H:9])[H:10].[C:4](=[O:5])([H:13])[H:14]
191,0,188,155,[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C:5]([C:6](=[O:7])[H:16])([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C-:6]#[O+:7].[C:1]([C@@:2]([N:3]([H:12])[H:16])([C:4](=[C:5]([H:14])[H:15])[H:13])[H:11])([H:8])([H:9])[H:10]
192,0,189,156,[C:1]([C@:2]12[C:3]([H:11])([H:12])[C@@:4]1([H:13])[C@@:5]1([H:14])[N:6]([H:15])[C@@:7]21[H:16])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:7]([H:16])[C@@:5]2([H:14])[C@@:4]([H:13])([C:3]1([H:11])[H:12])[N:6]2[H:15])([H:8])([H:9])[H:10]
193,0,190,157,[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[O:4][C@@:5]2([H:13])[C@:6]1([O:7][H:15])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C@@:3]([C:5](=[O:4])[H:13])([H:12])[C@:6]1([O:7][H:15])[H:14])([H:8])([H:9])[H:10]
194,1,191,157,[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[O:4][C@@:5]2([H:13])[C@:6]1([O:7][H:15])[H:14])([H:8])([H:9])[H:10]>>[C:1](/[C:2](=[C:3](/[C@@:5]([O:4][H:15])([C:6](=[O:7])[H:14])[H:13])[H:12])[H:11])([H:8])([H:9])[H:10]
195,0,192,158,[C:1](/[N:2]=[C:3]1\[O:4][C@@:5]2([H:11])[C:6]([H:12])([H:13])[C@@:7]12[H:14])([H:8])([H:9])[H:10]>>[C:1]([N:2]=[C:3]=[C:7]([C:6]([C:5](=[O:4])[H:11])([H:12])[H:13])[H:14])([H:8])([H:9])[H:10]
196,0,193,159,[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[C:5](=[O:6])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])=[C:4]([H:14])[H:15])([H:8])([H:9])[H:10].[C:5](=[O:6])=[O:7]
197,0,194,160,[O:1]([C@@:2]1([H:9])[C@:3]2([H:10])[O:4][C@@:5]1([H:11])[C@:6]2([O:7][H:13])[H:12])[H:8]>>[O:1](/[C:2](=[C:5](/[O:4]/[C:3](=[C:6](/[O:7][H:13])[H:12])[H:10])[H:11])[H:9])[H:8]
198,1,195,160,[O:1]([C@@:2]1([H:9])[C@:3]2([H:10])[O:4][C@@:5]1([H:11])[C@:6]2([O:7][H:13])[H:12])[H:8]>>[O:1](/[C:2](=[C:5](/[C@:6]([C:3](=[O:4])[H:10])([O:7][H:13])[H:12])[H:11])[H:9])[H:8]
199,0,196,161,[O:1]=[C:2]1[C@@:3]2([H:8])[N:4]([H:9])[C@:5]1([H:10])[C:6]([H:11])=[C:7]2[H:12]>>[C:3]1([H:8])=[C:7]([H:12])[C:6]([H:11])=[C:5]([H:10])[N:4]1[H:9].[O+:1]#[C-:2]
200,1,197,161,[O:1]=[C:2]1[C@@:3]2([H:8])[N:4]([H:9])[C@:5]1([H:10])[C:6]([H:11])=[C:7]2[H:12]>>[O:1]=[C:2]1[N:4]([H:9])[C:3]([H:8])=[C:7]([H:12])[C:6]([H:11])=[C:5]1[H:10]
201,2,198,161,[O:1]=[C:2]1[C@@:3]2([H:8])[N:4]([H:9])[C@:5]1([H:10])[C:6]([H:11])=[C:7]2[H:12]>>[O:1]=[C:2]1[C:3]([H:8])=[C:7]([H:12])[C@@:6]2([H:11])[N:4]([H:9])[C@@:5]12[H:10]
202,0,199,162,[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[C:3]2=[N:4][C:5]([H:12])=[C:6]([H:13])[N:7]12>>[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[C:3]12[N:4]=[C:5]([H:12])[C:6]([H:13])=[N:7]2
